ProductID,ProductName,Category,Price,Rating,NumReviews,StockQuantity,Discount,Sales,DateAdded,DiscountRange,Price_range,Revenue,year_month,ProductAgeDays
224,Vitamin D,Vitamins and supplements,145.65,3.4,1269,636,0.11,1260,2024-05-23,10-20%,100-150,183519.0,2024-05,20
225,Protein Powder,Vitamins and supplements,419.64,1.9,4889,519,0.2,477,2024-03-15,10-20%,400-450,200168.28,2024-03,89
226,Fish Oil,Vitamins and supplements,126.4,4.9,374,292,0.43,1004,2024-04-30,40-50%,100-150,126905.6,2024-04,43
227,Fish Oil,Vitamins and supplements,57.72,2.6,13,503,0.29,1107,2024-02-01,20-30%,50-100,63896.04,2024-02,132
228,Vitamin D,Vitamins and supplements,90.13,2.6,2040,27,0.13,1252,2023-09-23,10-20%,50-100,112842.76,2023-09,263
229,Vitamin D,Vitamins and supplements,298.32,3.4,4396,918,0.23,1418,2024-05-31,20-30%,250-300,423017.76,2024-05,12
230,Vitamin D,Vitamins and supplements,226.59,2.3,2891,861,0.07,132,2023-09-08,0-10%,200-250,29909.88,2023-09,278
231,Protein Powder,Vitamins and supplements,312.4,3.8,575,885,0.08,1144,2024-02-24,0-10%,300-350,357385.6,2024-02,109
232,Multivitamin,Vitamins and supplements,184.8,3.1,2352,496,0.35,1847,2024-01-06,30-40%,150-200,341325.60000000003,2024-01,158
233,Vitamin D,Vitamins and supplements,435.45,1.8,956,915,0.13,1665,2023-08-22,10-20%,400-450,725024.25,2023-08,295
234,Protein Powder,Vitamins and supplements,35.33,3.6,1058,197,0.09,1082,2023-07-21,0-10%,10-50,38227.06,2023-07,327
235,Multivitamin,Vitamins and supplements,258.55,1.2,4585,275,0.49,1239,2023-10-03,40-50%,250-300,320343.45,2023-10,253
236,Vitamin D,Vitamins and supplements,18.52,2.3,3868,184,0.29,1207,2023-12-15,20-30%,10-50,22353.64,2023-12,180
237,Vitamin D,Vitamins and supplements,336.76,1.6,4403,335,0.47,891,2024-06-02,40-50%,300-350,300053.16,2024-06,10
238,Fish Oil,Vitamins and supplements,102.29,3.9,4612,494,0.09,1825,2023-11-30,0-10%,100-150,186679.25,2023-11,195
239,Vitamin D,Vitamins and supplements,489.53,2.5,3485,113,0.12,1561,2024-01-26,10-20%,450-500,764156.33,2024-01,138
240,Vitamin D,Vitamins and supplements,289.6,1.1,1863,344,0.34,800,2024-06-09,30-40%,250-300,231680.00000000003,2024-06,3
241,Sunscreen,Skin care,471.03,4.3,1327,68,0.29,1981,2023-11-03,20-30%,450-500,933110.4299999999,2023-11,222
242,Cleanser,Skin care,499.71,1.2,3232,680,0.5,780,2024-03-29,40-50%,450-500,389773.8,2024-03,75
243,Moisturizer,Skin care,287.84,4.0,1347,609,0.2,493,2024-01-30,10-20%,250-300,141905.12,2024-01,134
244,Cleanser,Skin care,224.7,4.6,1000,278,0.22,1354,2024-02-02,20-30%,200-250,304243.8,2024-02,131
245,Toner,Skin care,155.47,3.6,2772,654,0.32,710,2024-01-19,30-40%,150-200,110383.7,2024-01,145
246,Moisturizer,Skin care,196.41,3.2,1440,304,0.27,290,2024-02-29,20-30%,150-200,56958.9,2024-02,104
247,Cleanser,Skin care,297.66,1.7,2889,961,0.23,1026,2024-03-17,20-30%,250-300,305399.16000000003,2024-03,87
248,Cleanser,Skin care,476.22,4.4,1947,628,0.41,664,2024-05-29,40-50%,450-500,316210.08,2024-05,14
249,Moisturizer,Skin care,205.42,3.3,3371,739,0.3,943,2023-07-03,20-30%,200-250,193711.06,2023-07,345
250,Cleanser,Skin care,375.97,3.9,1004,20,0.1,1014,2023-07-10,0-10%,350-400,381233.58,2023-07,338
251,Sunscreen,Skin care,44.93,4.8,714,50,0.03,788,2024-01-21,0-10%,10-50,35404.84,2024-01,143
252,Cleanser,Skin care,105.33,1.7,963,372,0.14,1562,2024-01-05,10-20%,100-150,164525.46,2024-01,159
253,Sunscreen,Skin care,270.81,3.3,105,419,0.36,1,2024-03-25,30-40%,250-300,270.81,2024-03,79
254,Toner,Skin care,413.36,3.1,1286,350,0.43,1062,2024-01-03,40-50%,400-450,438988.32,2024-01,161
255,Sunscreen,Skin care,154.69,4.2,444,297,0.46,1107,2023-09-21,40-50%,150-200,171241.83,2023-09,265
256,Cleanser,Skin care,279.61,1.2,2938,140,0.3,1141,2023-09-07,20-30%,250-300,319035.01,2023-09,279
257,Cleanser,Skin care,300.83,4.2,9,983,0.21,1660,2023-12-23,20-30%,300-350,499377.8,2023-12,172
258,Toner,Skin care,387.27,3.2,4954,292,0.15,663,2024-05-22,10-20%,350-400,256760.00999999998,2024-05,21
259,Toner,Skin care,217.63,3.7,145,914,0.31,992,2023-10-12,30-40%,200-250,215888.96,2023-10,244
260,Moisturizer,Skin care,92.33,3.9,1249,672,0.11,661,2023-08-22,10-20%,50-100,61030.13,2023-08,295
261,Sunscreen,Skin care,122.82,1.8,1546,649,0.13,1100,2023-09-30,10-20%,100-150,135102.0,2023-09,256
262,Moisturizer,Skin care,494.01,1.5,3729,834,0.22,636,2023-12-26,20-30%,450-500,314190.36,2023-12,169
263,Moisturizer,Skin care,349.29,5.0,4795,301,0.05,1241,2024-02-29,0-10%,300-350,433468.89,2024-02,104
264,Cleanser,Skin care,453.71,4.1,4131,743,0.32,1699,2024-03-29,30-40%,450-500,770853.2899999999,2024-03,75
265,Toner,Skin care,189.81,2.4,3046,707,0.22,827,2024-02-01,20-30%,150-200,156972.87,2024-02,132
266,Toner,Skin care,402.17,1.9,2823,229,0.3,66,2023-08-15,20-30%,400-450,26543.22,2023-08,302
267,Moisturizer,Skin care,233.86,1.8,2774,171,0.33,1232,2023-08-24,30-40%,200-250,288115.52,2023-08,293
268,Cleanser,Skin care,228.71,2.3,661,811,0.04,452,2023-07-13,0-10%,200-250,103376.92,2023-07,335
269,Moisturizer,Skin care,348.1,1.8,207,617,0.05,632,2024-04-16,0-10%,300-350,219999.2,2024-04,57
270,Toner,Skin care,10.61,2.2,3719,979,0.24,1565,2023-10-17,20-30%,10-50,16604.649999999998,2023-10,239
271,Sunscreen,Skin care,205.66,1.6,1540,979,0.46,363,2023-07-25,40-50%,200-250,74654.58,2023-07,323
272,Moisturizer,Skin care,339.06,1.4,4551,742,0.43,1012,2023-09-12,40-50%,300-350,343128.72000000003,2023-09,274
273,Toner,Skin care,393.19,3.8,3725,803,0.15,113,2023-10-17,10-20%,350-400,44430.47,2023-10,239
274,Cleanser,Skin care,196.65,2.4,2496,842,0.41,1725,2024-01-08,40-50%,150-200,339221.25,2024-01,156
275,Toner,Skin care,437.93,1.6,405,938,0.29,1339,2024-03-01,20-30%,400-450,586388.27,2024-03,103
276,Toner,Skin care,112.17,4.7,4137,677,0.41,1826,2024-01-04,40-50%,100-150,204822.42,2024-01,160
277,Toner,Skin care,270.92,3.9,3138,847,0.11,1549,2024-03-29,10-20%,250-300,419655.08,2024-03,75
278,Sunscreen,Skin care,207.46,1.7,4225,930,0.17,1811,2023-09-28,10-20%,200-250,375710.06,2023-09,258
279,Cleanser,Skin care,413.02,1.5,4259,94,0.24,1133,2023-07-10,20-30%,400-450,467951.66,2023-07,338
280,Cleanser,Skin care,416.37,2.3,2530,936,0.41,1676,2024-02-14,40-50%,400-450,697836.12,2024-02,119
281,Mascara,Makeup,43.4,1.1,536,78,0.48,1979,2024-05-29,40-50%,10-50,85888.59999999999,2024-05,14
282,Blush,Makeup,69.8,3.4,542,845,0.44,988,2023-07-30,40-50%,50-100,68962.4,2023-07,318
283,Lipstick,Makeup,324.0,1.9,4349,129,0.33,466,2023-08-28,30-40%,300-350,150984.0,2023-08,289
284,Lipstick,Makeup,286.58,1.8,4737,381,0.5,1276,2024-04-15,40-50%,250-300,365676.07999999996,2024-04,58
285,Lipstick,Makeup,492.0,2.0,4244,328,0.39,1517,2023-09-21,30-40%,450-500,746364.0,2023-09,265
286,Blush,Makeup,348.89,3.5,1638,551,0.41,1382,2023-08-07,40-50%,300-350,482165.98,2023-08,310
287,Foundation,Makeup,315.71,3.1,3302,689,0.07,1651,2023-12-02,0-10%,300-350,521237.20999999996,2023-12,193
288,Mascara,Makeup,330.5,2.4,2139,981,0.41,1764,2024-03-16,40-50%,300-350,583002.0,2024-03,88
289,Foundation,Makeup,15.41,2.7,2293,741,0.13,649,2023-08-01,10-20%,10-50,10001.09,2023-08,316
290,Blush,Makeup,272.3,1.9,2009,241,0.31,1716,2023-07-08,30-40%,250-300,467266.80000000005,2023-07,340
291,Foundation,Makeup,480.19,3.0,3042,496,0.27,702,2023-08-07,20-30%,450-500,337093.38,2023-08,310
292,Blush,Makeup,58.06,3.0,545,563,0.12,593,2023-10-22,10-20%,50-100,34429.58,2023-10,234
293,Lipstick,Makeup,194.19,2.6,3493,553,0.39,396,2024-02-18,30-40%,150-200,76899.24,2024-02,115
294,Foundation,Makeup,60.05,3.6,424,128,0.4,1583,2024-05-12,30-40%,50-100,95059.15,2024-05,31
295,Foundation,Makeup,422.03,1.2,2279,788,0.41,758,2023-08-25,40-50%,400-450,319898.74,2023-08,292
296,Blush,Makeup,448.61,3.5,78,912,0.03,855,2023-12-20,0-10%,400-450,383561.55,2023-12,175
297,Lipstick,Makeup,61.79,5.0,2148,7,0.02,1528,2024-03-15,0-10%,50-100,94415.12,2024-03,89
298,Lipstick,Makeup,332.93,4.2,2711,16,0.48,276,2023-10-22,40-50%,300-350,91888.68000000001,2023-10,234
299,Mascara,Makeup,236.35,5.0,4531,398,0.47,498,2024-05-13,40-50%,200-250,117702.3,2024-05,30
300,Lipstick,Makeup,95.31,1.4,2037,351,0.03,137,2024-05-03,0-10%,50-100,13057.470000000001,2024-05,40
301,Lipstick,Makeup,50.26,4.9,1246,647,0.38,920,2023-07-17,30-40%,50-100,46239.2,2023-07,331
302,Mascara,Makeup,337.0,1.0,1827,381,0.13,1640,2023-12-24,10-20%,300-350,552680.0,2023-12,171
303,Foundation,Makeup,269.85,1.2,369,777,0.4,651,2023-06-29,30-40%,250-300,175672.35,2023-06,349
304,Blush,Makeup,65.84,2.9,3983,287,0.31,1249,2024-05-30,30-40%,50-100,82234.16,2024-05,13
305,Mascara,Makeup,175.75,4.7,2230,968,0.19,1850,2023-07-12,10-20%,150-200,325137.5,2023-07,336
306,Blush,Makeup,200.44,1.7,4083,413,0.46,1195,2023-08-27,40-50%,200-250,239525.8,2023-08,290
307,Lipstick,Makeup,444.59,3.6,4066,121,0.41,1654,2024-05-02,40-50%,400-450,735351.86,2024-05,41
308,Foundation,Makeup,136.63,3.2,2196,396,0.11,1661,2023-08-13,10-20%,100-150,226942.43,2023-08,304
309,Blush,Makeup,283.33,1.7,1759,202,0.16,661,2023-10-19,10-20%,250-300,187281.12999999998,2023-10,237
310,Foundation,Makeup,469.32,1.2,3537,769,0.07,462,2023-09-01,0-10%,450-500,216825.84,2023-09,285
311,Mascara,Makeup,114.62,3.0,4183,43,0.37,1706,2023-12-04,30-40%,100-150,195541.72,2023-12,191
312,Foundation,Makeup,259.1,2.2,2066,22,0.34,1830,2024-02-23,30-40%,250-300,474153.00000000006,2024-02,110
313,Lipstick,Makeup,439.8,2.7,361,185,0.0,128,2023-06-12,,400-450,56294.4,2023-06,366
314,Foundation,Makeup,441.91,2.1,1855,873,0.33,472,2024-05-31,30-40%,400-450,208581.52000000002,2024-05,12
315,Foundation,Makeup,369.2,3.5,922,65,0.18,1036,2024-03-16,10-20%,350-400,382491.2,2024-03,88
316,Mascara,Makeup,382.89,1.1,2256,973,0.1,1441,2024-05-21,0-10%,350-400,551744.49,2024-05,22
317,Lipstick,Makeup,380.57,4.4,3895,210,0.5,131,2024-02-20,40-50%,350-400,49854.67,2024-02,113
318,Foundation,Makeup,325.25,4.1,1013,226,0.07,1765,2023-08-05,0-10%,300-350,574066.25,2023-08,312
319,Blush,Makeup,97.4,1.1,4283,56,0.19,272,2024-02-12,10-20%,50-100,26492.800000000003,2024-02,121
320,Lipstick,Makeup,245.68,3.6,4431,697,0.28,899,2023-09-30,20-30%,200-250,220866.32,2023-09,256
321,Denim Jacket,Coats and jackets,341.47,4.2,3259,59,0.16,1342,2023-11-12,10-20%,300-350,458252.74000000005,2023-11,213
322,Rain Jacket,Coats and jackets,350.75,4.0,2974,867,0.26,431,2023-12-20,20-30%,350-400,151173.25,2023-12,175
323,Denim Jacket,Coats and jackets,69.96,3.9,2528,145,0.19,1136,2023-10-03,10-20%,50-100,79474.56,2023-10,253
324,Denim Jacket,Coats and jackets,370.47,5.0,1019,117,0.32,400,2023-11-25,30-40%,350-400,148188.0,2023-11,200
325,Denim Jacket,Coats and jackets,253.12,1.7,398,709,0.5,123,2024-03-27,40-50%,250-300,31133.760000000002,2024-03,77
326,Leather Jacket,Coats and jackets,290.22,3.4,499,572,0.49,1794,2024-02-24,40-50%,250-300,520654.68000000005,2024-02,109
327,Winter Coat,Coats and jackets,297.05,3.3,2757,848,0.46,562,2023-10-09,40-50%,250-300,166942.1,2023-10,247
328,Leather Jacket,Coats and jackets,137.06,2.7,4676,348,0.23,48,2024-03-28,20-30%,100-150,6578.88,2024-03,76
329,Denim Jacket,Coats and jackets,246.65,1.5,3331,637,0.36,1009,2024-02-02,30-40%,200-250,248869.85,2024-02,131
330,Denim Jacket,Coats and jackets,367.46,4.1,685,827,0.07,1592,2024-05-10,0-10%,350-400,584996.32,2024-05,33
331,Denim Jacket,Coats and jackets,331.91,4.8,1431,875,0.02,1365,2023-11-03,0-10%,300-350,453057.15,2023-11,222
332,Leather Jacket,Coats and jackets,131.02,4.6,631,905,0.14,1205,2024-02-25,10-20%,100-150,157879.1,2024-02,108
333,Winter Coat,Coats and jackets,390.59,1.3,1719,618,0.03,249,2023-06-13,0-10%,350-400,97256.90999999999,2023-06,365
334,Winter Coat,Coats and jackets,179.5,2.3,3141,638,0.12,671,2023-10-06,10-20%,150-200,120444.5,2023-10,250
335,Leather Jacket,Coats and jackets,482.06,3.2,1449,665,0.21,895,2024-01-20,20-30%,450-500,431443.7,2024-01,144
336,Winter Coat,Coats and jackets,252.3,4.9,3652,130,0.36,1956,2023-08-10,30-40%,250-300,493498.80000000005,2023-08,307
337,Leather Jacket,Coats and jackets,161.26,4.8,1931,444,0.06,1201,2024-02-14,0-10%,150-200,193673.25999999998,2024-02,119
338,Denim Jacket,Coats and jackets,214.82,1.4,597,288,0.26,1596,2024-04-10,20-30%,200-250,342852.72,2024-04,63
339,Rain Jacket,Coats and jackets,207.95,3.2,3669,176,0.27,965,2023-11-25,20-30%,200-250,200671.75,2023-11,200
340,Rain Jacket,Coats and jackets,247.5,1.7,1537,21,0.42,1089,2023-07-16,40-50%,200-250,269527.5,2023-07,332
341,Rain Jacket,Coats and jackets,432.37,2.8,3750,85,0.15,1959,2023-08-21,10-20%,400-450,847012.83,2023-08,296
342,Denim Jacket,Coats and jackets,184.43,4.9,2290,830,0.25,31,2023-09-07,20-30%,150-200,5717.33,2023-09,279
343,Denim Jacket,Coats and jackets,276.98,4.0,4979,213,0.01,743,2023-11-10,0-10%,250-300,205796.14,2023-11,215
344,Leather Jacket,Coats and jackets,441.0,4.5,3048,679,0.49,1049,2024-04-05,40-50%,400-450,462609.0,2024-04,68
345,Winter Coat,Coats and jackets,56.13,2.4,1067,96,0.2,226,2023-09-22,10-20%,50-100,12685.380000000001,2023-09,264
346,Leather Jacket,Coats and jackets,331.82,4.3,4402,778,0.1,1609,2024-06-02,0-10%,300-350,533898.38,2024-06,10
347,Denim Jacket,Coats and jackets,184.77,4.0,484,596,0.16,904,2024-04-24,10-20%,150-200,167032.08000000002,2024-04,49
348,Leather Jacket,Coats and jackets,458.39,3.1,4563,453,0.4,774,2023-07-10,30-40%,450-500,354793.86,2023-07,338
349,Leather Jacket,Coats and jackets,187.92,4.6,1898,39,0.25,219,2024-02-02,20-30%,150-200,41154.479999999996,2024-02,131
350,Leather Jacket,Coats and jackets,100.27,4.6,687,618,0.16,989,2023-10-08,10-20%,100-150,99167.03,2023-10,248
351,Leather Jacket,Coats and jackets,442.38,4.2,3958,15,0.49,1132,2024-05-20,40-50%,400-450,500774.16,2024-05,23
352,Rain Jacket,Coats and jackets,320.99,1.7,1125,505,0.21,246,2024-02-03,20-30%,300-350,78963.54000000001,2024-02,130
353,Leather Jacket,Coats and jackets,346.56,1.4,2243,792,0.41,1689,2024-01-29,40-50%,300-350,585339.84,2024-01,135
354,Leather Jacket,Coats and jackets,101.83,4.4,1395,485,0.27,210,2024-04-11,20-30%,100-150,21384.3,2024-04,62
355,Denim Jacket,Coats and jackets,494.15,4.6,1899,456,0.18,1249,2024-01-31,10-20%,450-500,617193.35,2024-01,133
356,Denim Jacket,Coats and jackets,174.25,1.7,3348,155,0.41,189,2023-12-30,40-50%,150-200,32933.25,2023-12,165
357,Denim Jacket,Coats and jackets,453.63,4.0,4433,313,0.31,278,2023-12-17,30-40%,450-500,126109.14,2023-12,178
358,Denim Jacket,Coats and jackets,182.66,4.4,1674,861,0.49,930,2023-08-26,40-50%,150-200,169873.8,2023-08,291
359,Denim Jacket,Coats and jackets,372.25,1.4,4578,935,0.0,1070,2023-11-22,,350-400,398307.5,2023-11,203
360,Denim Jacket,Coats and jackets,121.32,4.3,854,639,0.32,515,2023-08-12,30-40%,100-150,62479.799999999996,2023-08,305
361,Road Bike,Bicycles,186.59,1.3,1336,628,0.2,1677,2024-05-02,10-20%,150-200,312911.43,2024-05,41
362,Mountain Bike,Bicycles,396.34,3.7,2257,114,0.45,1274,2023-11-04,40-50%,350-400,504937.16,2023-11,221
363,Hybrid Bike,Bicycles,92.85,2.6,2597,141,0.43,839,2023-12-03,40-50%,50-100,77901.15,2023-12,192
364,Hybrid Bike,Bicycles,212.25,4.2,595,880,0.02,855,2023-09-14,0-10%,200-250,181473.75,2023-09,272
365,Road Bike,Bicycles,483.46,1.5,4088,82,0.49,898,2023-09-09,40-50%,450-500,434147.07999999996,2023-09,277
366,Mountain Bike,Bicycles,421.34,4.9,3789,62,0.28,1659,2024-02-10,20-30%,400-450,699003.0599999999,2024-02,123
367,Electric Bike,Bicycles,321.19,2.8,1143,933,0.06,675,2023-08-29,0-10%,300-350,216803.25,2023-08,288
368,Mountain Bike,Bicycles,16.08,2.9,4916,738,0.11,333,2023-11-01,10-20%,10-50,5354.639999999999,2023-11,224
369,Mountain Bike,Bicycles,33.59,4.6,4008,631,0.09,694,2024-05-25,0-10%,10-50,23311.460000000003,2024-05,18
370,Mountain Bike,Bicycles,420.69,2.1,2315,34,0.13,493,2024-04-21,10-20%,400-450,207400.17,2024-04,52
371,Mountain Bike,Bicycles,265.51,1.3,1299,868,0.3,1952,2023-11-22,20-30%,250-300,518275.51999999996,2023-11,203
372,Mountain Bike,Bicycles,26.0,4.5,4577,727,0.48,1031,2023-08-14,40-50%,10-50,26806.0,2023-08,303
373,Hybrid Bike,Bicycles,220.91,2.3,3659,173,0.39,1896,2024-01-15,30-40%,200-250,418845.36,2024-01,149
374,Road Bike,Bicycles,90.76,1.7,1573,787,0.39,178,2024-01-30,30-40%,50-100,16155.28,2024-01,134
375,Hybrid Bike,Bicycles,261.06,1.4,578,853,0.13,1185,2023-06-29,10-20%,250-300,309356.1,2023-06,349
376,Hybrid Bike,Bicycles,492.08,2.1,4005,261,0.45,1745,2024-04-10,40-50%,450-500,858679.6,2024-04,63
377,Electric Bike,Bicycles,306.0,4.6,3451,361,0.49,92,2024-02-22,40-50%,300-350,28152.0,2024-02,111
378,Mountain Bike,Bicycles,315.03,2.9,1455,748,0.24,1712,2024-01-21,20-30%,300-350,539331.36,2024-01,143
379,Mountain Bike,Bicycles,12.7,1.0,1213,135,0.02,891,2023-06-23,0-10%,10-50,11315.699999999999,2023-06,355
380,Road Bike,Bicycles,236.8,2.8,703,317,0.2,1845,2023-10-21,10-20%,200-250,436896.0,2023-10,235
381,Mountain Bike,Bicycles,410.17,2.1,855,788,0.17,1958,2023-12-10,10-20%,400-450,803112.86,2023-12,185
382,Mountain Bike,Bicycles,24.54,3.7,1517,658,0.23,126,2024-04-25,20-30%,10-50,3092.04,2024-04,48
383,Mountain Bike,Bicycles,203.34,2.7,3403,583,0.45,1132,2023-09-16,40-50%,200-250,230180.88,2023-09,270
384,Mountain Bike,Bicycles,161.59,4.3,987,249,0.36,1176,2023-06-29,30-40%,150-200,190029.84,2023-06,349
385,Road Bike,Bicycles,35.06,2.0,726,688,0.3,849,2024-01-16,20-30%,10-50,29765.940000000002,2024-01,148
386,Road Bike,Bicycles,335.99,4.2,419,593,0.05,1774,2024-03-18,0-10%,300-350,596046.26,2024-03,86
387,Mountain Bike,Bicycles,44.79,1.3,2702,40,0.47,958,2023-08-30,40-50%,10-50,42908.82,2023-08,287
388,Mountain Bike,Bicycles,326.76,4.6,1996,265,0.25,562,2024-02-13,20-30%,300-350,183639.12,2024-02,120
389,Mountain Bike,Bicycles,310.16,4.5,3155,453,0.06,1537,2024-03-09,0-10%,300-350,476715.92000000004,2024-03,95
390,Road Bike,Bicycles,416.22,5.0,4008,267,0.15,1856,2023-08-04,10-20%,400-450,772504.3200000001,2023-08,313
391,Mountain Bike,Bicycles,205.69,4.6,4669,48,0.11,920,2023-09-05,10-20%,200-250,189234.8,2023-09,281
392,Electric Bike,Bicycles,329.62,4.4,1130,657,0.2,1452,2024-03-29,10-20%,300-350,478608.24,2024-03,75
393,Mountain Bike,Bicycles,432.25,3.4,3435,865,0.19,194,2024-01-06,10-20%,400-450,83856.5,2024-01,158
394,Electric Bike,Bicycles,459.15,2.7,359,74,0.29,1848,2024-02-13,20-30%,450-500,848509.2,2024-02,120
395,Electric Bike,Bicycles,202.56,3.1,3361,439,0.08,6,2023-11-27,0-10%,200-250,1215.3600000000001,2023-11,198
396,Mountain Bike,Bicycles,446.15,2.4,3219,786,0.01,1467,2024-02-05,0-10%,400-450,654502.0499999999,2024-02,128
397,Hybrid Bike,Bicycles,162.5,3.7,929,687,0.11,1227,2023-07-25,10-20%,150-200,199387.5,2023-07,323
398,Hybrid Bike,Bicycles,347.25,1.6,1399,343,0.25,74,2024-04-26,20-30%,300-350,25696.5,2024-04,47
399,Electric Bike,Bicycles,58.66,1.8,4458,447,0.21,1586,2023-08-09,20-30%,50-100,93034.76,2023-08,308
400,Road Bike,Bicycles,380.54,2.8,4637,937,0.45,124,2024-05-04,40-50%,350-400,47186.96,2024-05,39
401,Sketchbook,Art and crafting materials,193.65,2.9,785,200,0.49,76,2024-04-12,40-50%,150-200,14717.4,2024-04,61
402,Brushes,Art and crafting materials,84.28,1.1,3807,277,0.27,1188,2023-08-10,20-30%,50-100,100124.64,2023-08,307
403,Paint Set,Art and crafting materials,275.44,4.0,2390,946,0.18,1377,2024-02-22,10-20%,250-300,379280.88,2024-02,111
404,Brushes,Art and crafting materials,96.81,3.0,382,532,0.48,358,2023-07-22,40-50%,50-100,34657.98,2023-07,326
405,Brushes,Art and crafting materials,90.97,3.3,1134,865,0.24,434,2023-09-11,20-30%,50-100,39480.979999999996,2023-09,275
406,Brushes,Art and crafting materials,441.35,3.5,3735,761,0.23,998,2023-07-05,20-30%,400-450,440467.30000000005,2023-07,343
407,Canvas,Art and crafting materials,29.34,2.9,2211,885,0.11,63,2024-03-11,10-20%,10-50,1848.42,2024-03,93
408,Paint Set,Art and crafting materials,303.57,2.4,3630,139,0.02,1781,2024-06-05,0-10%,300-350,540658.17,2024-06,7
409,Paint Set,Art and crafting materials,343.57,2.9,882,146,0.26,619,2023-10-18,20-30%,300-350,212669.83,2023-10,238
410,Canvas,Art and crafting materials,433.14,3.4,1610,416,0.28,406,2023-11-20,20-30%,400-450,175854.84,2023-11,205
411,Canvas,Art and crafting materials,251.24,3.3,3802,81,0.22,1710,2023-10-15,20-30%,250-300,429620.4,2023-10,241
412,Canvas,Art and crafting materials,405.23,2.9,2558,328,0.03,940,2023-07-09,0-10%,400-450,380916.2,2023-07,339
413,Paint Set,Art and crafting materials,425.01,4.6,2490,836,0.26,1517,2023-12-04,20-30%,400-450,644740.17,2023-12,191
414,Brushes,Art and crafting materials,369.67,4.1,4117,348,0.02,1858,2024-04-17,0-10%,350-400,686846.86,2024-04,56
415,Sketchbook,Art and crafting materials,75.87,2.2,1999,203,0.4,1687,2024-05-06,30-40%,50-100,127992.69,2024-05,37
416,Canvas,Art and crafting materials,269.0,4.2,3234,18,0.1,793,2024-02-18,0-10%,250-300,213317.0,2024-02,115
417,Canvas,Art and crafting materials,154.36,1.1,1088,291,0.42,0,2024-05-04,40-50%,150-200,0.0,2024-05,39
418,Paint Set,Art and crafting materials,379.18,4.1,200,126,0.44,546,2023-11-29,40-50%,350-400,207032.28,2023-11,196
419,Brushes,Art and crafting materials,53.42,3.0,413,990,0.03,1378,2024-03-30,0-10%,50-100,73612.76000000001,2024-03,74
420,Brushes,Art and crafting materials,319.72,3.3,2015,289,0.0,82,2024-02-08,,300-350,26217.04,2024-02,125
421,Sketchbook,Art and crafting materials,156.79,1.3,2422,161,0.4,1679,2023-06-18,30-40%,150-200,263250.41,2023-06,360
422,Canvas,Art and crafting materials,81.15,3.8,2158,926,0.12,294,2023-11-08,10-20%,50-100,23858.100000000002,2023-11,217
423,Sketchbook,Art and crafting materials,84.64,2.1,3701,732,0.29,1830,2023-07-25,20-30%,50-100,154891.2,2023-07,323
424,Paint Set,Art and crafting materials,323.83,4.9,1556,402,0.18,1336,2023-09-03,10-20%,300-350,432636.88,2023-09,283
425,Sketchbook,Art and crafting materials,102.04,3.9,1589,563,0.32,1905,2024-05-27,30-40%,100-150,194386.2,2024-05,16
426,Sketchbook,Art and crafting materials,359.84,4.3,2307,204,0.46,775,2024-05-29,40-50%,350-400,278876.0,2024-05,14
427,Brushes,Art and crafting materials,87.73,4.5,4449,638,0.03,1739,2024-04-22,0-10%,50-100,152562.47,2024-04,51
428,Brushes,Art and crafting materials,60.35,1.8,1884,153,0.36,1749,2023-08-21,30-40%,50-100,105552.15000000001,2023-08,296
429,Paint Set,Art and crafting materials,40.72,4.4,2437,324,0.47,1855,2024-01-05,40-50%,10-50,75535.59999999999,2024-01,159
430,Canvas,Art and crafting materials,59.93,2.4,4232,922,0.43,1475,2024-03-02,40-50%,50-100,88396.75,2024-03,102
431,Sketchbook,Art and crafting materials,447.02,2.7,2224,197,0.19,1995,2023-12-14,10-20%,400-450,891804.8999999999,2023-12,181
432,Paint Set,Art and crafting materials,66.85,1.2,1948,928,0.47,1752,2024-02-11,40-50%,50-100,117121.2,2024-02,122
433,Brushes,Art and crafting materials,12.14,1.7,3988,234,0.33,928,2024-05-17,30-40%,10-50,11265.92,2024-05,26
434,Canvas,Art and crafting materials,73.5,3.7,4888,605,0.13,1875,2023-11-12,10-20%,50-100,137812.5,2023-11,213
435,Canvas,Art and crafting materials,499.74,1.4,2587,552,0.24,1519,2024-01-16,20-30%,450-500,759105.06,2024-01,148
436,Canvas,Art and crafting materials,190.67,2.5,891,454,0.38,209,2023-10-25,30-40%,150-200,39850.03,2023-10,231
437,Paint Set,Art and crafting materials,213.74,3.9,4744,328,0.43,1845,2024-03-02,40-50%,200-250,394350.3,2024-03,102
438,Paint Set,Art and crafting materials,379.47,1.1,3976,727,0.47,1827,2023-09-10,40-50%,350-400,693291.6900000001,2023-09,276
439,Brushes,Art and crafting materials,164.66,3.6,3220,539,0.36,1461,2024-04-06,30-40%,150-200,240568.26,2024-04,67
440,Canvas,Art and crafting materials,51.82,1.2,1548,312,0.41,53,2024-01-24,40-50%,50-100,2746.46,2024-01,140
441,Coffee Mug,Drinkware,141.12,4.3,4653,524,0.19,1815,2023-09-26,10-20%,100-150,256132.80000000002,2023-09,260
442,Water Bottle,Drinkware,357.6,4.8,674,920,0.37,613,2024-05-24,30-40%,350-400,219208.80000000002,2024-05,19
443,Tea Cup,Drinkware,301.61,1.0,4266,408,0.48,1211,2023-06-30,40-50%,300-350,365249.71,2023-06,348
